Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,Risk
3.41,1.08,0.4,0.432,32.71,0.6,19.626,33.79,5,0.2,1,8.38,0.4,3.352,2,0.2,0.4,0,0.2,0,3.6,24.81,0.4,0.5,4.962,1
3.41,12.29,0.6,7.374,25.74,0.6,15.444,38.03,5,0.2,1,22.1,0.6,13.26,2,0.4,0.8,0,0.2,0,4.2,37.878,0.8,0.5,15.1512,1
3.41,12.54,0.6,7.524,31.62,0.6,18.972,44.16,5,0.2,1,54.07,0.6,,2,0.2,0.4,0,0.2,0,4,60.338,0.4,0.5,12.0676,1
3.41,17.26,0.6,10.356,44.22,0.6,26.532,61.48,5,0.2,1,27.68,0.6,16.608,2,0.2,0.4,1,0.4,0.4,4.2,55.296,0.8,0.5,22.1184,1
3.41,1.15,0.4,0.46,20.1,0.6,12.06,21.25,6,0.6,3.6,21.45,0.6,12.87,2,0.2,0.4,,0.2,0,4.6,29.39,0.4,0.5,5.878,1
3.41,20.04,0.6,12.024,48.9,0.6,29.34,68.94,5,0.2,1,11.09,0.6,6.654,2,0.2,0.4,0,0.2,0,4,49.418,0.4,0.5,9.8836,1
3.41,12.17,0.6,,47,0.6,28.2,59.17,6,0.6,3.6,10.14,0.6,6.084,2,0.2,0.4,0,0.2,0,4.8,,0.4,,9.1172,1
3.41,10.37,0.6,6.222,105.56,0.6,63.336,115.93,9,0.6,5.4,52.13,0.6,31.278,2,0.2,0.4,0,0.2,0,4.8,106.636,0.4,0.5,,1
3.41,9.67,0.6,5.802,62.25,0.6,37.35,71.92,5.5,0.4,2.2,17.02,0.6,10.212,2,0.2,0.4,0,0.2,0,4.4,55.964,0.4,0.5,11.1928,1
3.41,3.77,,,40.86,0.6,24.516,44.63,5,0.2,1,18,0.6,10.8,2,0.2,,0,0.2,0,4,38.978,0.4,0.5,7.7956,1
3.41,4.73,0.6,2.838,60.22,,36.132,64.95,5,0.2,1,69.76,0.6,41.856,2,0.2,0.4,0,0.2,0,4,82.226,0.4,0.5,16.4452,1
3.41,6.31,0.6,3.786,19.42,0.6,11.652,25.73,5.5,0.4,2.2,13.88,0.6,8.328,2,0.2,0.4,0,0.2,0,4.4,26.366,0.4,0.5,5.2732,1
3.41,5.61,0.6,3.366,1.56,0.2,0.312,7.17,5,,1,4.03,0.2,0.806,2,0.2,,0,0.2,0,2.4,5.884,0.4,0.5,1.1768,1
3.41,5.22,0.6,3.132,20.94,0.6,12.564,26.16,5,0.2,,2.44,0.2,0.488,2,0.2,0.4,0,,0,3.6,17.584,0.4,0.5,3.5168,1
3.41,,0.2,0.062,58.12,0.6,34.872,58.43,5,0.2,1,78.98,0.6,47.388,2,0.4,0.8,0,0.2,0,3.8,84.122,0.8,0.5,33.6488,1
3.41,2.86,,1.716,17.09,0.6,10.254,19.95,5.5,0.4,2.2,6.88,0.4,2.752,2,0.2,0.4,0,0.2,0,4.2,17.322,0.4,0.5,3.4644,1
3.41,16.53,0.6,9.918,72.99,0.6,43.794,89.52,5,0.2,1,5.49,0.4,2.196,2,0.2,0.4,1,0.4,0.4,4,57.708,0.8,0.5,23.0832,1
3.41,2.7,0.6,1.62,45.16,0.6,27.096,47.86,5,0.2,1,37.79,0.6,22.674,2,0.2,0.4,0,0.2,0,4,52.79,0.4,,10.558,1
3.41,3.08,0.6,1.848,60.78,0.6,36.468,63.86,5,0.2,1,0.36,0.2,0.072,2,0.2,0.4,0,,0,3.6,39.788,0.4,0.5,7.9576,1
3.41,2,0.6,1.2,49.19,0.6,29.514,,5,,1,60.88,0.6,36.528,2,0.2,0.4,1,0.4,0.4,4.2,69.042,0.8,0.5,27.6168,1
3.41,1.18,0.4,0.472,0,0.2,0,1.18,5.5,0.4,2.2,183.2,0.6,109.92,2,0.4,,0,0.2,0,3.2,113.392,0.8,0.5,45.3568,1
3.41,,,0.428,0,0.2,0,1.07,5,0.2,,10.02,0.6,6.012,,0.2,0.4,,0.2,0,2.6,7.84,0.4,0.5,1.568,1
3.41,1.07,0.4,0.428,0,0.2,0,1.07,5,0.2,1,0,0.2,0,6,0.2,1.2,0,,0,2.6,2.628,1.2,0.5,1.5768,1
3.41,1.01,0.4,0.404,0,0.2,0,1.01,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.804,0.4,0.5,0.3608,0
3.41,0.93,0.2,0.186,0,0.2,0,0.93,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.586,0.4,0.5,0.3172,0
3.41,4.01,0.6,2.406,0,0.2,0,4.01,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.806,0.4,0.5,,0
3.41,0.77,0.2,0.154,,0.2,0,0.77,,,1,0.32,0.2,0.064,2,0.2,0.4,0,0.2,0,2,1.618,,0.5,0.3236,0
3.41,1.05,0.4,0.42,0,0.2,0,1.05,,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.82,0.4,0.5,0.364,0
3.41,,,0.404,0,0.2,0,1.01,5,0.2,1,0.28,0.2,0.056,2,0.2,0.4,0,0.2,0,2.2,1.86,0.4,0.5,0.372,0
3.41,0.91,0.2,0.182,0,0.2,0,0.91,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.582,0.4,0.5,0.3164,0
3.41,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.848,0.4,0.5,0.3696,0
3.41,0.8,0.2,0.16,0,0.2,0,0.8,5,0.2,1,0.18,,0.036,2,0.2,0.4,0,0.2,0,2,1.596,,0.5,0.3192,0
3.41,0.65,0.2,0.13,0,0.2,0,0.65,5,0.2,1,,0.2,0,2,0.2,0.4,0,0.2,0,2,1.53,0.4,0.5,0.306,0
3.41,0.63,,0.126,0,0.2,0,0.63,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.526,,0.5,0.3052,0
3.41,0.43,0.2,0.086,0,0.2,0,0.43,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.5,0.2972,0
3.41,,0.4,0.484,0,0.2,0,1.21,,0.2,,0,0.2,0,2,0.2,0.4,,0.2,0,2.2,1.884,0.4,0.5,0.3768,0
3.41,0.17,0.2,,0,0.2,0,0.17,5,0.2,1,0,0.2,0,2,0.2,0.4,,0.2,0,2,1.434,0.4,0.5,0.2868,0
,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,,,0.5,0.72,0
3.41,0,0.2,0,0,0.2,0,0,5,0.2,,0,0.2,0,2,0.2,,0,0.2,0,2,,0.4,0.5,0.28,0
3.41,0.07,0.2,0.014,0,0.2,0,0.07,,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.5,0.2828,0
,5.11,0.6,3.066,53.76,0.6,32.256,58.87,6,0.6,3.6,48.56,0.6,29.136,2,0.2,0.4,2,0.6,1.2,5.2,69.658,1.6,0.5,55.7264,1
2.72,2.46,0.6,1.476,6.72,0.4,2.688,9.18,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3,5.564,0.4,0.5,1.1128,1
2.72,4.05,0.6,2.43,,0.6,12.996,25.71,5.5,0.4,2.2,18.45,0.6,11.07,2,,0.4,,0.2,0,4.4,29.096,,0.5,5.8192,1
,2.81,0.6,1.686,4.6,,0.92,7.41,5,0.2,1,8.44,0.4,3.376,2,0.2,0.4,0,0.2,0,2.6,7.382,0.4,,1.4764,1
2.72,4.43,0.6,2.658,61.47,0.6,36.882,65.9,5.5,0.4,2.2,39.65,0.6,23.79,2,0.2,0.4,0,0.2,0,4.4,65.93,0.4,0.5,13.186,1
2.72,3.48,,2.088,17.85,0.6,10.71,21.33,5,0.2,1,9.53,0.4,3.812,2,0.2,0.4,0,0.2,0,3.8,18.01,0.4,0.5,3.602,1
2.72,3.62,0.6,2.172,44.28,0.6,,47.9,5,0.2,1,44.67,0.6,26.802,2,0.2,0.4,0,0.2,0,4,56.942,0.4,0.5,11.3884,1
2.72,4.34,0.6,2.604,24.13,0.6,14.478,,5,0.2,1,3.42,0.2,0.684,2,0.2,0.4,0,0.2,0,3.6,19.166,0.4,0.5,3.8332,1
2.72,3.62,0.6,,8.37,0.4,3.348,11.99,5,0.2,1,0,0.2,0,2,,0.4,0,0.2,0,3,6.92,0.4,0.5,1.384,1
2.72,3.11,0.6,1.866,113.97,0.6,68.382,117.08,5.5,0.4,2.2,26.64,0.6,15.984,2,0.2,0.4,0,0.2,0,4.4,88.832,0.4,0.5,17.7664,1
,1.65,0.4,0.66,20.86,0.6,12.516,22.51,5,0.2,1,16.91,0.6,10.146,2,0.2,0.4,0,0.2,0,3.8,24.722,0.4,0.5,4.9444,1
2.72,3.43,0.6,2.058,1.53,,0.306,4.96,5,,1,0,0.2,0,2,,0.4,0,,0,2.4,3.764,0.4,0.5,0.7528,0
2.72,3.84,0.6,2.304,98.67,0.6,59.202,102.51,5,0.2,,12.9,0.6,7.74,2,0.2,0.4,0,0.2,0,,70.646,0.4,0.5,14.1292,1
2.72,7.42,0.6,4.452,,0.6,69.522,123.29,6,0.6,3.6,6.79,0.4,,2,0.2,0.4,1,0.4,0.4,4.8,81.09,0.8,0.5,32.436,1
2.72,7.07,0.6,4.242,35.48,0.6,21.288,42.55,5,0.2,1,8.76,0.4,3.504,2,0.2,,0,0.2,0,3.8,30.434,0.4,0.5,6.0868,1
2.72,3.26,0.6,1.956,5.55,0.4,2.22,8.81,5,0.2,1,0.21,0.2,0.042,6,0.2,1.2,0,0.2,0,,6.418,1.2,0.5,3.8508,1
,3.84,0.6,2.304,144.39,0.6,86.634,148.23,,0.2,1,19.68,0.6,11.808,2,0.4,0.8,1,0.4,,4.4,102.946,1.2,0.5,61.7676,1
2.72,5.5,0.6,3.3,93.26,0.6,55.956,98.76,5,0.2,1,14.27,0.6,8.562,2,0.2,0.4,0,0.2,0,4,69.218,0.4,0.5,13.8436,1
2.72,1.9,0.4,0.76,35.04,0.6,21.024,36.94,6.5,0.6,3.9,16.19,0.6,,2,0.2,0.4,0,0.2,0,4.6,35.798,,0.5,7.1596,1
2.72,3.5,0.6,2.1,16.09,0.6,9.654,19.59,5,0.2,1,5.03,0.4,2.012,2,0.2,0.4,0,0.2,0,3.8,15.166,0.4,0.5,3.0332,1
2.72,1.46,0.4,0.584,0.75,0.2,0.15,2.21,5,0.2,1,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0,2.2,2.156,,0.5,0.4312,0
2.72,4.6,0.6,2.76,54.99,0.6,32.994,,5,0.2,1,14.1,0.6,8.46,2,0.2,0.4,0,0.2,0,4,45.614,0.4,0.5,9.1228,1
2.72,7.43,0.6,4.458,79.5,0.6,47.7,86.93,5,0.2,1,102.39,0.6,61.434,2,0.2,0.4,0,0.2,0,4,114.992,0.4,0.5,22.9984,1
2.72,3.51,,2.106,52.89,0.6,31.734,56.4,5,0.2,1,4.26,0.2,0.852,2,0.2,0.4,0,0.2,0,3.6,36.092,0.4,0.5,7.2184,1
2.72,5.65,0.6,3.39,,0.6,40.296,72.81,6,0.6,3.6,,0.6,16.338,2,,0.4,0,0.2,0,4.8,64.024,0.4,0.5,12.8048,1
2.72,1.33,0.4,0.532,0.35,0.2,0.07,1.68,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.002,0.4,0.5,0.4004,0
2.72,5.45,0.6,3.27,71.09,0.6,42.654,76.54,5.5,0.4,2.2,59.18,0.6,35.508,2,0.2,0.4,0,0.2,0,4.4,84.032,0.4,0.5,16.8064,1
2.72,,0.4,0.692,5.64,0.4,2.256,7.37,,0.2,1,13.35,0.6,8.01,2,0.2,0.4,,0.2,0,3.2,12.358,0.4,0.5,2.4716,1
,6.02,0.6,3.612,135.69,0.6,81.414,141.71,6,0.6,,89.64,0.6,53.784,4,,0.8,0,0.2,0,,143.21,0.8,,57.284,1
2.72,3.22,0.6,1.932,55.64,0.6,33.384,,5,0.2,1,,0.6,48.48,2,0.4,0.8,0,0.2,0,4.2,85.596,0.8,0.5,,1
2.72,2.41,0.6,1.446,5.28,0.4,2.112,7.69,5,0.2,1,8.95,0.4,3.58,4,0.2,0.8,0,0.2,0,,8.938,0.8,0.5,3.5752,1
2.72,2.84,0.6,1.704,64.91,0.6,38.946,67.75,5.5,0.4,2.2,124.59,0.6,74.754,4,0.2,0.8,0,0.2,0,,118.404,0.8,0.5,47.3616,1
2.72,1.75,0.4,0.7,0.57,0.2,0.114,2.32,5,0.2,1,0,0.2,,4,0.2,0.8,0,0.2,0,2.4,2.614,0.8,0.5,1.0456,1
2.72,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5,0.2,1,5.8,0.4,2.32,4,0.2,,0,0.2,,4,23.914,0.8,0.5,9.5656,1
2.72,3.26,0.6,,2.81,0.2,0.562,6.07,6,0.6,3.6,21.6,0.6,12.96,4,0.2,0.8,0,0.2,0,3.8,19.878,0.8,0.5,7.9512,1
,4.43,0.6,,51.32,0.6,30.792,55.75,5.5,0.4,2.2,145.97,,87.582,2,0.2,0.4,0,0.2,0,4.4,123.632,0.4,0.5,24.7264,1
2.72,5.61,0.6,3.366,99.33,0.6,59.598,104.94,6.5,0.6,3.9,76.47,0.6,45.882,2,0.2,0.4,0,0.2,0,4.8,113.146,0.4,0.5,22.6292,1
2.72,3.9,0.6,2.34,27.92,0.6,16.752,31.82,,0.2,1,47.6,0.6,28.56,2,0.2,,0,0.2,0,4,49.052,0.4,0.5,9.8104,1
2.72,2.19,0.6,1.314,0.68,0.2,0.136,2.87,5,0.2,1,28.4,0.6,17.04,2,0.2,0.4,0,0.2,0,2.8,,,0.5,3.978,1
2.72,1.56,0.4,0.624,14.64,0.4,5.856,16.2,5,0.2,1,25.97,0.6,15.582,2,0.2,0.4,0,0.2,0,3.2,23.462,0.4,0.5,4.6924,1
2.72,4.53,0.6,2.718,87.93,,52.758,92.46,5,0.2,1,85.81,0.6,,2,0.2,0.4,0,0.2,0,4,108.362,0.4,0.5,21.6724,1
2.72,4.97,0.6,2.982,42.19,0.6,25.314,47.16,5.5,0.4,2.2,,0.6,27.222,2,0.2,0.4,0,0.2,0,4.4,58.118,0.4,0.5,11.6236,1
2.72,2.13,0.6,1.278,0.59,0.2,0.118,2.72,5,0.2,1,0.76,,0.152,2,0.2,0.4,0,0.2,0,2.4,2.948,0.4,0.5,0.5896,0
2.72,3.66,0.6,2.196,15.47,0.6,9.282,19.13,5,0.2,1,1.43,0.2,0.286,2,0.2,0.4,0,0.2,0,3.6,13.164,0.4,0.5,2.6328,1
2.72,1.64,0.4,0.656,0.19,0.2,0.038,1.83,5,0.2,1,1.59,0.2,0.318,2,0.2,0.4,0,0.2,0,,,0.4,0.5,0.4824,0
2.72,4.9,0.6,,98.71,0.6,59.226,103.61,5.5,0.4,,82.99,0.6,49.794,2,0.2,0.4,,0.4,0.4,4.6,,0.8,0.5,45.984,1
2.72,5.68,0.6,3.408,67.38,0.6,40.428,73.06,5,0.2,1,86.7,0.6,52.02,2,0.2,0.4,1,0.4,0.4,4.2,97.656,0.8,0.5,39.0624,1
2.72,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5,0.2,1,15.14,0.6,9.084,2,0.2,0.4,1,0.4,0.4,4.2,68.508,,0.5,27.4032,1
2.72,3.47,0.6,2.082,47.07,0.6,28.242,50.54,5,0.2,,31.38,0.6,18.828,2,0.2,0.4,0,,,4,50.552,0.4,0.5,10.1104,1
2.72,2.68,0.6,1.608,,0.6,22.992,41,5,0.2,1,7.17,0.4,2.868,,0.2,0.4,0,0.2,0,3.8,28.868,0.4,0.5,5.7736,1
2.72,2.13,0.6,1.278,42.64,,25.584,44.77,5,0.2,1,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0,4,,0.4,0.5,7.8412,1
2.72,4.28,0.6,2.568,1264.63,0.6,758.778,1268.91,5.5,0.4,2.2,58.86,0.6,35.316,6,0.2,1.2,2,0.6,1.2,5.2,801.262,2.4,0.5,961.5144,1
2.72,4.36,0.6,2.616,33.91,0.6,20.346,38.27,5.5,0.4,,6.06,0.4,2.424,6,0.4,2.4,0,0.2,0,4.8,29.986,2.4,0.5,35.9832,1
2.72,2.23,0.6,1.338,4.54,0.2,0.908,6.77,5,0.2,1,22.8,0.6,13.68,6,0.2,1.2,0,0.2,0,3.2,18.126,1.2,0.5,10.8756,1
2.72,,,1.2,0.32,0.2,0.064,2.32,5,0.2,1,5.37,0.4,2.148,2,0.2,0.4,0,0.2,0,,4.812,0.4,0.5,0.9624,0
2.72,3.04,0.6,1.824,67.37,0.6,40.422,70.41,,0.6,3.9,77.47,0.6,46.482,2,0.2,0.4,0,,0,4.8,93.028,0.4,0.5,18.6056,1
2.72,1.19,,0.476,122.07,0.6,73.242,123.26,5,0.2,1,15.2,0.6,9.12,2,0.2,,,0.2,0,3.8,84.238,0.4,0.5,16.8476,1
2.72,1.35,0.4,0.54,0,0.2,,1.35,6,0.6,3.6,680.14,0.6,408.084,2,0.2,,0,0.2,0,3.4,412.624,0.4,0.5,82.5248,1
2.72,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,,0.2,0.142,2,,0.4,0,0.2,0,2.2,1.998,0.4,0.5,0.3996,0
,1.51,0.4,0.604,0,0.2,0,1.51,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.004,0.4,0.5,0.4008,0
2.72,,0.4,0.452,0,0.2,0,1.13,5,0.2,1,0,0.2,0,2,,0.4,0,0.2,0,2.2,1.852,0.4,0.5,0.3704,0
2.72,1.5,0.4,0.6,0,0.2,0,1.5,,0.2,1,1.44,,0.288,2,0.2,0.4,0,0.2,0,2.2,2.288,0.4,0.5,0.4576,0
2.72,0.96,0.2,0.192,0,0.2,0,0.96,5,0.2,1,0,0.2,0,2,0.2,,0,0.2,0,2,1.592,0.4,0.5,,0
2.72,1.6,0.4,0.64,0,0.2,0,1.6,5,0.2,1,0,0.2,0,,0.2,0.4,0,0.2,0,2.2,2.04,0.4,0.5,0.408,0
2.72,1.34,0.4,0.536,0,0.2,0,1.34,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,2.336,0.8,0.5,0.9344,0
2.72,1.6,0.4,0.64,0,0.2,0,1.6,5,0.2,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,2.2,2.052,0.4,0.5,0.4104,0
2.72,1.13,0.4,0.452,0,,,,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2.2,1.856,0.4,0.5,0.3712,0
2.72,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
2.72,0,0.2,0,0,0.2,0,0,5,0.2,,0,,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
2.72,0.77,0.2,0.154,0,0.2,0,0.77,5,0.2,1,4.6,0.2,0.92,2,0.2,0.4,0,0.2,0,2,,0.4,0.5,0.4948,0
2.72,1.05,0.4,0.42,0,0.2,0,1.05,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.82,,0.5,0.364,0
2.72,,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
2.72,0,0.2,,0,0.2,0,0,5,0.2,1,30.85,0.6,18.51,2,0.2,0.4,0,0.2,0,2.4,19.91,0.4,0.5,3.982,1
2.72,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,,2.2,1.8,0.8,0.5,0.72,0
2.72,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,,0.4,0,0.2,0,2,1.4,,0.5,0.28,0
2.72,0,0.2,0,0,,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,0
2.72,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,8.21,0.4,3.284,2,0.2,,0,0.2,0,2.2,4.852,0.4,0.5,0.9704,0
2.72,0,0.2,0,0,0.2,0,0,5,0.2,1,,0.2,0,2,0.2,0.4,,0.2,0,2,1.4,0.4,0.5,0.28,0
2.72,0.85,,0.17,0,0.2,,,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.57,0.4,0.5,0.314,0
2.72,0,0.2,0,0.28,0.2,0.056,0.28,5,0.2,1,0,0.2,0,2,0.2,0.4,,0.2,0,2,1.456,,0.5,0.2912,0
2.72,0.61,0.2,0.122,0.07,0.2,0.014,0.68,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.536,0.4,0.5,0.3072,0
2.72,,0.2,0,0.62,0.2,0.124,0.62,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.524,,0.5,0.3048,0
2.37,3.43,0.6,2.058,1,0.4,,4.43,,0.4,2.2,49.31,0.6,29.586,2,0.4,0.8,1,0.4,0.4,4.2,,1.2,0.5,21.2664,1
,1.63,0.4,0.652,5.86,0.6,3.516,7.49,5,0.2,1,3.69,0.2,0.738,2,0.2,0.4,0,0.2,0,,6.306,0.4,0.5,,1
2.37,3.75,0.6,2.25,,0.4,0.5,5,6,0.6,3.6,11.25,0.6,6.75,6,0.2,1.2,0,0.2,0,4.6,14.3,1.2,0.5,,1
2.37,2.29,0.6,1.374,2.64,0.6,1.584,4.93,5,0.2,1,3.08,0.2,0.616,2,0.2,0.4,0,0.2,0,3.6,4.974,0.4,0.5,0.9948,0
2.37,2.51,0.6,1.506,8.59,0.6,5.154,11.1,5.5,0.4,2.2,16.03,0.6,9.618,2,0.2,0.4,5,0.6,3,4.8,21.878,3.4,0.5,37.1926,1
2.37,2.21,0.6,1.326,5.21,0.6,3.126,7.42,5,0.2,1,3.43,0.2,0.686,2,0.2,0.4,0,0.2,0,3.6,6.538,0.4,0.5,1.3076,1
2.37,2.22,0.6,1.332,6.23,0.6,3.738,8.45,5,0.2,1,0.89,0.2,0.178,2,0.2,0.4,,0.2,0,3.6,6.648,0.4,0.5,1.3296,1
2.37,1.67,0.4,0.668,0.39,0.2,0.078,2.06,5,0.2,1,1.43,0.2,0.286,2,0.2,0.4,0,0.2,0,2.2,,0.4,0.5,0.4864,0
2.37,2.59,0.6,1.554,0.66,0.2,0.132,3.25,,0.2,1,1.28,0.2,0.256,2,0.2,0.4,0,,0,2.4,3.342,0.4,0.5,0.6684,0
2.37,2.39,0.6,1.434,7.72,0.6,4.632,10.11,5,0.2,1,,0.4,2.168,2,0.2,0.4,1,0.4,0.4,4,10.034,0.8,0.5,4.0136,1
2.37,3.42,0.6,2.052,10.55,0.6,6.33,13.97,5,0.2,1,6.96,0.4,2.784,2,0.2,,0,0.2,0,3.8,12.566,,0.5,2.5132,1
,3.61,0.6,2.166,2.13,0.6,1.278,5.74,5,0.2,1,5.41,0.4,2.164,2,0.4,,2,0.6,1.2,4.4,8.608,,0.5,8.608,1
2.37,1.86,0.4,0.744,4.51,0.6,,6.37,5,0.2,1,7.27,0.4,2.908,2,0.2,0.4,0,0.2,0,3.6,7.758,0.4,0.5,,1
2.37,1.9,0.4,0.76,7.97,,4.782,9.87,5,0.2,1,8.6,0.4,3.44,2,0.2,0.4,1,0.4,0.4,3.8,10.782,0.8,0.5,4.3128,1
2.37,3.29,0.6,1.974,6.41,0.6,3.846,9.7,5,0.2,1,3.66,0.2,0.732,2,0.2,0.4,0,0.2,0,3.6,7.952,0.4,0.5,1.5904,1
2.37,2.6,0.6,1.56,1.14,0.4,,3.74,5,0.2,1,8.76,0.4,3.504,2,0.2,0.4,1,0.4,0.4,3.4,7.32,0.8,,2.928,1
,3.81,0.6,2.286,11.52,0.6,6.912,15.33,,0.2,1,3.25,0.2,0.65,4,0.2,0.8,,0.2,0,3.8,11.648,0.8,0.5,4.6592,1
2.37,2.1,0.6,1.26,5.06,0.6,3.036,7.16,5,0.2,1,5.41,0.4,,2,0.2,0.4,0,0.2,0,3.8,7.86,0.4,0.5,1.572,1
2.37,2.22,0.6,1.332,3.4,0.6,2.04,5.62,5,0.2,1,,,15.768,2,0.2,0.4,1,0.4,0.4,4.2,20.94,0.8,0.5,8.376,1
2.37,0.96,0.2,,0.12,0.2,0.024,1.08,5,0.2,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.5,0.332,0
2.37,0.81,,0.162,4.6,0.6,2.76,5.41,5,0.2,1,1.82,0.2,0.364,2,0.2,0.4,0,0.2,0,3.2,4.686,0.4,0.5,0.9372,0
2.37,1.25,0.4,,0.02,0.2,0.004,1.27,,0.2,1,0.82,0.2,0.164,2,0.2,0.4,0,0.2,0,2.2,2.068,0.4,0.5,0.4136,0
2.37,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,,,16.794,2,0.2,,0,,0,2.6,18.858,0.4,0.5,3.7716,1
2.37,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,2.47,0.2,0.494,2,0.2,,0,0.2,0,2.2,2.558,0.4,0.5,0.5116,0
2.37,2.13,0.6,1.278,0.11,0.2,0.022,2.24,5,0.2,1,7.54,0.4,3.016,2,0.2,0.4,0,0.2,0,2.6,5.716,0.4,0.5,1.1432,1
2.37,0.44,0.2,0.088,0.02,0.2,0.004,0.46,5,0.2,1,27.1,0.6,16.26,6,0.2,1.2,0,,0,2.8,18.552,1.2,0.5,11.1312,1
2.37,1.31,0.4,0.524,0.12,0.2,0.024,1.43,5.5,0.4,2.2,0,0.2,0,6,0.2,1.2,0,0.2,0,3,3.948,1.2,0.5,2.3688,1
2.37,0.39,0.2,0.078,0.14,0.2,0.028,0.53,5,0.2,1,0.58,0.2,0.116,2,0.2,0.4,0,0.2,,2,1.622,0.4,0.5,0.3244,0
2.37,,0.4,0.4,1.1,0.4,0.44,2.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.8,2.24,0.4,0.5,0.448,0
2.37,0.42,0.2,0.084,0.27,0.2,,0.69,5,,1,,0.2,0,2,0.2,0.4,0,0.2,0,2,1.538,0.4,0.5,0.3076,0
2.37,1.07,0.4,0.428,,0.2,0.118,1.66,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.946,0.4,0.5,0.3892,0
2.37,1.29,0.4,0.516,0.25,,0.05,,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.966,0.4,0.5,0.3932,0
